locus,length,segSites,nHaps,nucDiv,ttRatio,model,gammaShape,rate1,rate2,rate3,rate4,Q1,Q2,Q3
L2142_,312,5,6,7.035264436900589e-4,4,JC,1,1,NA,NA,NA,1,NA,NA
L21602_,304,5,6,6.111968596962594e-4,4,JC,1,1,NA,NA,NA,1,NA,NA
L22106_,301,3,3,3.961034585655568e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L22156_,302,5,6,6.125052760830359e-4,0.25,JC,1,1,NA,NA,NA,1,NA,NA
L22374_,400,5,6,6.658047834518422e-4,4,JC,1,1,NA,NA,NA,1,NA,NA
L22387_,303,3,4,2.8154606552518617e-4,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L22491_,301,2,3,1.7085872149547103e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L22585_,303,2,3,3.8766359786235316e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L22798_,301,10,10,0.0011214041930765481,2.3333333333333335,JC,1,1,NA,NA,NA,1,NA,NA
L22904_,373,2,3,1.369693883062867e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L22965_,378,1,2,3.8020643039824624e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L23109_,300,6,7,0.001323287935864001,1,JC,1,1,NA,NA,NA,1,NA,NA
L23457_,303,1,2,1.1280962897104235e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L23459_,396,2,3,2.534003292038465e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L23751_,380,2,3,4.3530925883867065e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L23832_,300,6,7,4.013329469718922e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L23883_,350,6,7,5.342725325424287e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L23973_,390,4,5,3.866283355447442e-4,3,JC,1,1,NA,NA,NA,1,NA,NA
L24034_,302,7,8,6.24016729979663e-4,0.75,JC,1,1,NA,NA,NA,1,NA,NA
L24103_,300,2,3,2.8156090022215787e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L24306_,252,10,12,0.00143390689609177,2.3333333333333335,K80,1,1,NA,NA,NA,1,6.019188563783941,NA
L2435_,301,5,5,6.22310779982096e-4,0.6666666666666666,F81,1,1,NA,NA,NA,1,NA,NA
L2456_,395,4,5,2.582851322347121e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L24631_,302,3,4,6.115459882583169e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L24799_,304,3,4,6.845595381009546e-4,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L2508_,388,2,3,3.371719057993568e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L25128_,301,3,4,3.9417828987265005e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L25129_,301,4,5,4.533772271795316e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L25278_,411,4,5,2.8814518326033655e-4,3,JC,1,1,NA,NA,NA,1,NA,NA
L25322_,304,2,3,1.6911526515368052e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L25649_,304,6,7,7.207644962747003e-4,5,HKY,1,1,NA,NA,NA,1,10.757354851824427,NA
L25676_,301,1,2,1.1358495288149624e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L26178_,360,1,2,9.443777511004401e-5,0,JC,1,1,NA,NA,NA,1,NA,NA
L26283_,274,2,3,3.5780735651925e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L26399_,300,4,5,5.592581860330339e-4,3,JC,1,1,NA,NA,NA,1,NA,NA
L26452_,304,3,4,6.073858114674441e-4,0.5,F81,1,1,NA,NA,NA,1,NA,NA
L26485_,300,3,3,8.780063749637786e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L2665_,303,3,4,2.2657527174692403e-4,2,F81,1,1,NA,NA,NA,1,NA,NA
L26662_,300,2,3,0.0013614411281754081,1,JC,1,1,NA,NA,NA,1,NA,NA
L26679_,301,1,2,1.6893355280256432e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L26868_,325,6,7,8.234404873060336e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L26957_,304,1,2,2.2104079727128947e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L26981_,301,1,2,1.1358495288149624e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L27054_,302,4,5,9.755957177391503e-4,3,JC,1,1,NA,NA,NA,1,NA,NA
L27199_,301,4,5,7.710300615091397e-4,Inf,HKY,1,1,NA,NA,NA,1,22026.465794806718,NA
L27447_,310,1,2,3.69281045751634e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L27524_,301,1,2,3.2920384648704845e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L27551_,386,3,4,3.4790511949460635e-4,2,F81,1,1,NA,NA,NA,1,NA,NA
L27612_,301,4,5,3.407548586444887e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L27733_,301,3,4,3.3786710560512864e-4,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L27865_,300,2,3,3.8781029653240604e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L27930_,301,1,2,4.808108810534523e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L2836_,373,8,8,5.914762599254579e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L28762_,305,1,2,1.1204481792717086e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L28837_,301,3,4,2.2813249010944584e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L29205_,305,5,5,5.046764468499264e-4,1.5,JC,1,1,NA,NA,NA,1,NA,NA
L2922_,301,5,5,0.0011584702609566161,4,JC,1,1,NA,NA,NA,1,NA,NA
L29431_,329,6,5,4.153385492127886e-4,5,F81,1,1,NA,NA,NA,1,NA,NA
L29469_,376,4,5,2.2692136964075246e-4,3,JC,1,1,NA,NA,NA,1,NA,NA
L2963_,307,4,5,8.243027850870987e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L29666_,300,3,4,2.8445861103061913e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L30116_,300,4,5,0.0017366946778711485,1,JC,1,1,NA,NA,NA,1,NA,NA
L30164_,308,3,4,2.2277367322768034e-4,Inf,HKY,1,1,NA,NA,NA,1,22026.465794806718,NA
L30207_,388,8,4,8.273679842307293e-4,3,F81,1,1,NA,NA,NA,1,NA,NA
L30224_,329,1,2,5.690050314796765e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L30249_,407,7,6,6.198449152960932e-4,1.3333333333333333,JC,1,1,NA,NA,NA,1,NA,NA
L30447_,342,3,4,3.948567378758732e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L30734_,313,1,2,1.622431150678093e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L3077_,367,3,3,8.305282897472715e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L30795_,253,4,4,5.840280776342157e-4,3,JC,1,1,NA,NA,NA,1,NA,NA
L30812_,145,3,4,7.9300685791558e-4,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L30920_,306,3,4,4.4287985464456055e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L30949_,303,3,4,2.8154606552518617e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L3121_,413,7,7,7.263451286221686e-4,1.3333333333333333,JC,1,1,NA,NA,NA,1,NA,NA
L31261_,376,5,6,4.5078140545835816e-4,0.6666666666666666,JC,1,1,NA,NA,NA,1,NA,NA
L31365_,418,12,12,9.950809592129534e-4,1.4,JC,1,1,NA,NA,NA,1,NA,NA
L31367_,304,3,4,5.959526667809981e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L31490_,304,7,8,0.0016963928428514261,1.3333333333333333,JC,1,1,NA,NA,NA,1,NA,NA
L31863_,303,3,4,2.2657527174692403e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L31864_,304,4,5,4.424820775767934e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L32105_,324,5,5,0.0012564898570893326,1.5,F81,1,1,NA,NA,NA,1,NA,NA
L32224_,205,3,2,4.8370567739290844e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L32339_,397,3,4,3.380163434882997e-4,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L32562_,321,1,2,3.5621965828131895e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L32885_,300,4,5,5.621558968414951e-4,3,JC,1,1,NA,NA,NA,1,NA,NA
L32999_,305,2,3,1.685419930684138e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L3302_,304,4,3,3.9110882448217376e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L33133_,375,7,8,0.0011311922029085607,6,K80,1,1,NA,NA,NA,1,14.045867126850853,NA
L33254_,300,3,4,6.94001738626485e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L33337_,226,6,4,5.874916338216703e-4,5,F81,1,1,NA,NA,NA,1,NA,NA
L33422_,302,1,2,1.1319596331683357e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L33512_,363,3,4,2.3448472873568692e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L33743_,308,3,4,8.022672156110766e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L33794_,306,3,4,2.24278900749489e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L3415_,368,4,5,3.235372361234997e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L34422_,358,7,7,7.055120898934287e-4,6,K80,1,1,NA,NA,NA,1,12.036379370616249,NA
L34534_,302,2,3,2.2639192663366714e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L34753_,305,2,3,3.812372406589754e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L34933_,310,6,7,7.637721755368815e-4,2,F81,1,1,NA,NA,NA,1,NA,NA
L35013_,467,1,2,7.232652360725472e-5,0,JC,1,1,NA,NA,NA,1,NA,NA
L3503_,302,2,3,1.7027358888760982e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L35060_,308,1,2,1.5960929826476047e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L35083_,300,2,3,2.8349270742779873e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L35130_,301,6,7,3.9995379595137023e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L35314_,300,1,2,2.776972858108761e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L35315_,301,6,7,4.562649802188917e-4,5,K80,1,1,NA,NA,NA,1,10.02848363517435,NA
L35396_,328,3,4,3.6247203283829255e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L35524_,306,3,4,3.8846619728972673e-4,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L3563_,301,5,6,3.426800273373954e-4,4,JC,1,1,NA,NA,NA,1,NA,NA
L35644_,282,4,5,4.658601029064108e-4,3,JC,1,1,NA,NA,NA,1,NA,NA
L35769_,442,4,5,2.6811650586160385e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L35770_,300,5,6,5.679513184584179e-4,1.5,JC,1,1,NA,NA,NA,1,NA,NA
L36211_,240,1,2,1.3772175536881417e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L3633_,307,3,4,3.833856775033246e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L36395_,301,2,3,2.271699057629925e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L36425_,307,2,3,1.668452615945707e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L36440_,302,6,7,6.72460765127969e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L36518_,305,4,4,6.091250059345771e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L36672_,401,5,4,5.021957632157723e-4,4,JC,1,1,NA,NA,NA,1,NA,NA
L36764_,273,1,2,1.8007202881152462e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L36849_,302,6,6,3.9858409117071486e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L3700_,305,5,6,0.0015425153112092296,0.6666666666666666,JC,1,1,NA,NA,NA,1,NA,NA
L37090_,300,6,6,4.5783830773688786e-4,0.2,JC,1,1,NA,NA,NA,1,NA,NA
L37215_,304,2,3,2.7963566378932524e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L37359_,306,12,11,0.0019693012340071168,1.4,JC,1,1,NA,NA,NA,1,NA,NA
L3753_,274,6,7,8.878733975341962e-4,5,K80,1,1,NA,NA,NA,1,10.030259085133228,NA
L37739_,338,3,4,2.523570403771265e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L37960_,301,4,5,3.407548586444887e-4,3,F81,1,1,NA,NA,NA,1,NA,NA
L38008_,306,8,4,8.791354379589673e-4,0.6,JC,1,1,NA,NA,NA,1,NA,NA
L38255_,332,3,4,3.5709936148372386e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L3838_,302,3,4,6.125052760830359e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L38461_,407,1,2,3.160962117844619e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L38588_,285,2,3,1.7445574721116518e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L38645_,306,2,3,1.6797259444318268e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L38824_,302,4,5,0.0019866850849929014,Inf,HKY,1,1,NA,NA,NA,1,22026.465794806718,NA
L393_,333,3,4,4.0325727814345555e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L39785_,304,8,8,8.398597534251795e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L39799_,302,2,3,2.2543263880894822e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L40146_,357,3,4,6.962439154336086e-4,Inf,TrN,1,1,NA,NA,NA,0.003315899494209385,1,22026.465794806718
L40610_,399,4,4,3.7480287744918013e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L40713_,303,3,2,3.38428886913127e-4,0.5,F81,1,1,NA,NA,NA,1,NA,NA
L40740_,306,2,3,2.777462336285866e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L40937_,417,5,6,3.6373271667389316e-4,Inf,HKY,1,1,NA,NA,NA,1,22026.465794806718,NA
L41070_,301,7,7,5.698499331003878e-4,0.75,F81,1,1,NA,NA,NA,1,NA,NA
L41121_,302,2,3,1.7027358888760982e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L41257_,387,9,8,6.137202891766786e-4,1.25,JC,1,1,NA,NA,NA,1,NA,NA
L4134_,301,9,8,5.717751017932946e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L41479_,265,6,7,0.00062364568468896995,2,JC,1,1,NA,NA,NA,1,NA,NA
L41582_,302,2,3,1.7027358888760982e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L4181_,301,4,5,6.728464581708972e-4,3,F81,1,1,NA,NA,NA,1,NA,NA
L42150_,303,3,4,5.477959101729429e-4,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L42190_,308,4,5,3.336905231891414e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L42315_,367,4,5,4.995853089839288e-4,Inf,HKY,1,1,NA,NA,NA,1,22026.465794806718,NA
L42319_,300,9,8,7.939727615184005e-4,0.2857142857142857,JC,1,1,NA,NA,NA,1,NA,NA
L42333_,300,1,2,1.1397662513281173e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L4244_,462,4,5,6.234352147938821e-4,0.3333333333333333,JC,1,1,NA,NA,NA,1,NA,NA
L43_,300,2,3,1.7144788950062783e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L43251_,303,4,5,4.4837047446965136e-4,Inf,HKY,1,1,NA,NA,NA,1,22026.465794806718,NA
L43294_,445,6,7,4.799672678059988e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L43339_,303,4,5,0.0013312492232387834,3,JC,1,1,NA,NA,NA,1,NA,NA
L43432_,301,6,7,0.001536765909112786,5,K80,1,1,NA,NA,NA,1,12.05011758114149,NA
L43615_,300,4,6,0.0011846807688592677,3,JC,1,1,NA,NA,NA,1,NA,NA
L43644_,388,1,2,8.744238436115187e-5,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L4388_,318,5,6,4.3017206882753106e-4,4,JC,1,1,NA,NA,NA,1,NA,NA
L43967_,302,3,4,8.739112083189439e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L44077_,264,4,4,3.145955351837705e-4,3,F81,1,1,NA,NA,NA,1,NA,NA
L44154_,302,3,4,8.480104370515328e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L44342_,303,4,4,0.0012600261947782526,1,JC,1,1,NA,NA,NA,1,NA,NA
L44470_,304,7,8,0.0017617573345127522,2.5,JC,1,1,NA,NA,NA,1,NA,NA
L44599_,412,1,2,8.222194350376967e-5,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L44759_,304,3,4,3.9206158653937764e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L44953_,302,2,3,0.0014581174935727715,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L45048_,300,1,2,1.1397662513281173e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L45072_,302,2,3,0.0015952956525075784,1,JC,1,1,NA,NA,NA,1,NA,NA
L45168_,307,1,2,1.1129030736873874e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L45302_,398,5,5,6.584076929740969e-4,1.5,JC,1,1,NA,NA,NA,1,NA,NA
L45508_,302,7,8,6.230574421549442e-4,0.75,JC,1,1,NA,NA,NA,1,NA,NA
L45896_,317,4,5,3.763720471902116e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L4598_,249,8,8,0.002652627315986635,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L46146_,244,3,4,3.392340542774487e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L46489_,342,2,3,7.88736547250479e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L468_,303,3,4,2.2657527174692403e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L469_,306,2,3,2.2333257627375275e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L47149_,281,2,3,1.7693910304335259e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L47621_,311,3,4,6.41186707241036e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L47709_,378,10,11,7.448602783288381e-4,4,HKY,1,1,NA,NA,NA,1,7.578990117955697,NA
L47950_,302,2,3,2.796324009055677e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L48155_,303,3,4,2.825020793300255e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L48204_,300,2,3,8.181203515889115e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L48450_,302,4,5,5.611833774605733e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L48583_,312,1,2,1.0944775261097816e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L4860_,221,2,3,0.002021623128889565,1,JC,1,1,NA,NA,NA,1,NA,NA
L4872_,392,6,7,5.939548594306832e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L48745_,300,2,3,3.380662609871535e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L48764_,300,1,2,0.0016299623297594899,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L4882_,301,5,4,5.116135801399598e-4,4,JC,1,1,NA,NA,NA,1,NA,NA
L48822_,287,1,2,1.1516801842688295e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L48891_,302,6,8,0.0016950615862783467,1,JC,1,1,NA,NA,NA,1,NA,NA
L48930_,328,3,4,0.00031182284234448497,2,JC,1,1,NA,NA,NA,1,NA,NA
L49386_,395,2,3,1.2914256611735604e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L49469_,304,5,6,8.170725917485638e-4,1.5,JC,1,1,NA,NA,NA,1,NA,NA
L49678_,303,2,3,1.696924503589832e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L49740_,305,4,5,6.5042966339078e-4,3,JC,1,1,NA,NA,NA,1,NA,NA
L49787_,436,4,4,3.0970134532686314e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L49962_,303,1,2,1.1280962897104235e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L50228_,301,5,6,5.058380740612397e-4,1.5,JC,1,1,NA,NA,NA,1,NA,NA
