locus,length,segSites,nHaps,nucDiv,ttRatio,model,gammaShape,rate1,rate2,rate3,rate4,Q1,Q2,Q3
L11515_,300,2,3,2.484829311782807e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L11553_,304,3,5,0.002837398512365747,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L11599_,300,2,3,0.001983261913663685,1,F81,1,1,NA,NA,NA,1,NA,NA
L11607_,367,2,3,0.00029623192062479703,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L11610_,353,1,2,0.0011671533858390252,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L11632_,306,4,5,0.002120009918175056,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L11717_,330,7,8,0.0022200792326939117,0.4,JC,1,1,NA,NA,NA,1,NA,NA
L11733_,349,2,3,0.0015632496106637536,1,JC,1,1,NA,NA,NA,1,NA,NA
L11752_,301,1,2,2.4304331501910238e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L11772_,303,1,2,1.2296936867184542e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L11779_,370,2,3,1.5058845334074692e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L11865_,302,1,2,0.001599506438013413,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L11879_,341,1,2,2.1367252166331962e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L11885_,306,4,4,0.0031670536257692224,3,JC,1,1,NA,NA,NA,1,NA,NA
L11971_,300,3,4,0.0023571366943717464,2,JC,1,1,NA,NA,NA,1,NA,NA
L12003_,301,1,2,1.2381451897199556e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L12007_,399,1,2,1.3764683937557217e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L12084_,304,2,3,8.136031727119538e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L12135_,305,2,3,0.0017262973381772947,1,JC,1,1,NA,NA,NA,1,NA,NA
L12166_,308,5,6,0.0013445208814952057,4,JC,1,1,NA,NA,NA,1,NA,NA
L12176_,305,2,3,0.0013598903040669486,0,F81,1,1,NA,NA,NA,1,NA,NA
L12341_,259,1,2,4.643509230665194e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L12438_,309,1,2,0.001151461223260186,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L12451_,367,2,3,2.0035318072322839e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L12460_,300,2,3,0.0019556526990883207,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L12520_,259,3,4,2.795122061177107e-4,2,F81,1,1,NA,NA,NA,1,NA,NA
L12538_,305,2,3,0.0020542542514242093,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L12612_,368,2,3,0.0011243075001980236,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L12634_,301,1,2,1.2381451897199556e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L12731_,305,1,2,9.36373531615329e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L12747_,318,4,5,0.001207716387032484,3,F81,1,1,NA,NA,NA,1,NA,NA
L1275_,304,2,3,4.204183758574322e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L12782_,324,5,6,0.004475066801952796,4,K80,1,1,NA,NA,NA,1,10.039256998279853,NA
L12816_,310,3,4,0.001306644425910481,2,JC,1,1,NA,NA,NA,1,NA,NA
L12825_,303,2,3,3.6093786915717595e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L12827_,319,1,2,3.368502878612436e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L12854_,329,1,2,3.262907177088535e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L12856_,302,2,3,0.001309881522273127,1,F81,1,1,NA,NA,NA,1,NA,NA
L12859_,345,1,2,1.0755231349507674e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L12893_,301,3,4,0.0025295994084417427,2,F81,1,1,NA,NA,NA,1,NA,NA
L12922_,386,1,2,0.001334889003247387,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L12945_,300,2,3,3.646717091829398e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L12965_,396,3,4,9.589165409862277e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L13052_,302,4,5,0.0012550413015412385,3,JC,1,1,NA,NA,NA,1,NA,NA
L13117_,303,4,5,0.0024804515708482895,Inf,HKY,1,1,NA,NA,NA,1,22026.465794806718,NA
L13125_,304,4,5,0.0011789870243343375,1,F81,1,1,NA,NA,NA,1,NA,NA
L13132_,301,1,2,1.2381451897199556e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L13196_,311,1,2,3.9955777101072606e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L13207_,301,4,5,0.0018560713538487111,1,F81,1,1,NA,NA,NA,1,NA,NA
L13260_,303,1,2,4.645509483158605e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L13286_,294,1,2,8.53318808757865e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L13325_,395,4,5,0.0012785546396889183,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L13363_,337,2,2,4.3257250563032905e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L13412_,301,2,2,2.476290379439911e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L13441_,310,1,2,0.0014128440366972478,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L13496_,308,1,2,1.7967993462113285e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L13507_,409,3,5,0.0017545949945756802,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L13535_,304,1,2,2.4056328119237687e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L13542_,314,1,2,1.1851981914753522e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L13617_,389,1,2,3.5913833207532216e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L13640_,304,2,3,0.001734438562747868,1,JC,1,1,NA,NA,NA,1,NA,NA
L13672_,332,1,2,1.662876413574459e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L13704_,308,3,4,0.0013036590895097143,2,JC,1,1,NA,NA,NA,1,NA,NA
L13711_,304,3,4,2.462369434846499e-4,Inf,HKY,1,1,NA,NA,NA,1,22026.465794806718,NA
L13867_,306,3,4,2.4457318035299685e-4,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L13894_,411,3,4,1.805328214076984e-4,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L13918_,305,1,2,0.0015996381165095206,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L13958_,349,2,3,0.0015927727383439002,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L13974_,303,1,2,1.8274614510954806e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L13982_,300,1,2,3.019757844180495e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L14019_,359,1,2,0.0012549919733482638,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L14061_,300,2,3,0.001593281757786661,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L14116_,303,1,2,1.2296936867184542e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L14152_,286,3,4,0.0017345456878400999,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L14168_,326,2,3,0.001732456371871074,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L14225_,305,2,3,0.00138985878062227,1,JC,1,1,NA,NA,NA,1,NA,NA
L14232_,300,5,4,0.00329009807023094,0.6666666666666666,F81,1,1,NA,NA,NA,1,NA,NA
L14250_,302,2,3,7.340592045882985e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L14304_,300,1,2,7.730580081102068e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L14310_,277,1,2,2.553270926734975e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L14330_,307,1,2,1.802849175659851e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L14334_,329,4,6,6.091805867480998e-4,3,JC,1,1,NA,NA,NA,1,NA,NA
L14349_,304,2,3,4.7091397025866226e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L1443_,426,2,3,1.6915504704624745e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L14507_,305,1,2,2.397478124425722e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L14526_,301,1,2,1.2381451897199556e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L14540_,413,2,3,1.345207027361511e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L14569_,300,2,3,3.6812286100486037e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L14588_,443,2,3,8.679288167391224e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L14627_,304,2,3,4.765876325509353e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L14653_,360,1,2,2.50208507089241e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L14661_,364,2,3,8.660701243503295e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L14684_,311,3,4,0.0010141341483351299,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L14704_,353,5,4,0.001745380625740109,4,JC,1,1,NA,NA,NA,1,NA,NA
L14712_,276,2,3,4.478369655872648e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L14737_,252,2,3,3.528072335411785e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L14755_,306,2,2,2.4344611500574806e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L14765_,416,2,3,2.637666035325004e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L14865_,301,1,2,1.2381451897199556e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L14871_,311,1,2,2.909401245223733e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L14895_,304,1,2,2.9786727034433454e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L14934_,303,1,2,3.552448428297757e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L14969_,302,1,2,6.220937539273596e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L15007_,336,3,4,3.305412997538849e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L15051_,391,3,3,4.216111851739967e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L15079_,304,3,4,4.856654922185721e-4,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L15108_,302,1,2,0.001631496566773681,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L1514_,307,1,2,2.3813334905912052e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L15142_,303,3,4,4.229918561258387e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L15157_,380,2,3,4.170141784820684e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L1531_,452,1,2,1.3286506331785998e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L1535_,356,3,3,4.6136713156917853e-4,2,F81,1,1,NA,NA,NA,1,NA,NA
L15356_,306,1,2,0.001053242567004035,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L15375_,305,1,2,2.397478124425722e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L15532_,302,1,2,1.23390496646749e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L15597_,304,1,2,2.9786727034433454e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L15611_,373,2,3,5.096074092965442e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L15615_,328,1,2,7.889173892289696e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L15633_,302,4,6,0.00245695613924846,3,JC,1,1,NA,NA,NA,1,NA,NA
L15791_,405,3,3,4.928157430770368e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L15804_,346,1,2,4.5126891457166683e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L15900_,373,5,6,0.0023293056426728427,4,JC,1,1,NA,NA,NA,1,NA,NA
L16000_,303,3,4,0.0010082349625825844,2,JC,1,1,NA,NA,NA,1,NA,NA
L16061_,307,2,3,1.8253145859484476e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L16120_,357,2,3,0.0016098910475348092,1,F81,1,1,NA,NA,NA,1,NA,NA
L16124_,302,1,2,1.23390496646749e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L16125_,306,2,3,0.0014933615851047046,1,JC,1,1,NA,NA,NA,1,NA,NA
L1617_,301,1,2,0.001430745552565282,0,JC,1,1,NA,NA,NA,1,NA,NA
L16231_,302,4,5,0.002143338626937973,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L16324_,303,4,5,0.0012627132394173756,3,JC,1,1,NA,NA,NA,1,NA,NA
L16349_,420,1,2,2.1359262800301065e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L16384_,310,3,4,0.0010267565313436873,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L16392_,350,1,2,4.906049158612569e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L16446_,256,2,3,0.0014491242702251877,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L16462_,303,3,4,6.068766065008668e-4,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L16539_,305,2,3,0.0016878472173138634,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L16548_,314,3,3,0.0019918237875825484,2,JC,1,1,NA,NA,NA,1,NA,NA
L16597_,332,6,8,0.0032402778713109784,5,K80,1,1,NA,NA,NA,1,12.031852949061625,NA
L16619_,406,4,5,6.642741004709312e-4,0.3333333333333333,JC,1,1,NA,NA,NA,1,NA,NA
L16675_,303,2,3,5.795500801293456e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L16759_,381,5,5,9.320435493189519e-4,0.6666666666666666,F81,1,1,NA,NA,NA,1,NA,NA
L16833_,300,3,3,0.003074976273331224,2,F81,1,1,NA,NA,NA,1,NA,NA
L16857_,328,1,2,1.6837930980219366e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L16868_,417,5,5,9.028818036324292e-4,4,JC,1,1,NA,NA,NA,1,NA,NA
L16907_,304,2,3,3.02406200178153e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L17049_,387,3,4,3.3316888742387e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L17186_,310,3,4,4.164581595774257e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L1724_,361,5,5,6.543914800795535e-4,0.6666666666666666,JC,1,1,NA,NA,NA,1,NA,NA
L17315_,399,1,2,1.3764683937557217e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L17355_,300,1,2,3.576863881413205e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L17477_,259,1,2,2.7307183270486025e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L17511_,304,1,2,1.2255110551309765e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L17567_,304,3,4,0.00109217999126256,0.5,F81,1,1,NA,NA,NA,1,NA,NA
L17602_,301,8,11,0.005816989530221347,0.3333333333333333,JC,1,1,NA,NA,NA,1,NA,NA
L1762_,300,1,2,0.0011871962267406748,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L17705_,303,1,2,3.552448428297757e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L17791_,302,1,2,2.4221097489917398e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L17804_,302,3,4,0.0021421961223393924,2,JC,1,1,NA,NA,NA,1,NA,NA
L17806_,302,3,4,3.0790498931758197e-4,0.5,F81,1,1,NA,NA,NA,1,NA,NA
L1787_,399,3,4,0.0012748412880485235,2,JC,1,1,NA,NA,NA,1,NA,NA
L17871_,345,1,2,1.0755231349507674e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L18028_,342,2,2,0.002975371042133505,0,JC,1,1,NA,NA,NA,1,NA,NA
L18042_,327,1,2,5.262008561287929e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L18169_,399,1,2,2.675751643936356e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L18172_,302,1,2,1.23390496646749e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L18329_,304,4,5,0.0018530181046563746,3,JC,1,1,NA,NA,NA,1,NA,NA
L18340_,303,3,4,8.545232517427777e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L18435_,305,1,2,5.139876450714579e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L18471_,404,2,2,2.718001041477034e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L18478_,411,1,2,4.891857096208603e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L18612_,304,2,3,5.945998082302145e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L1864_,300,3,4,0.0014299272382157545,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L18726_,302,6,4,0.004117015320986667,1,F81,1,1,NA,NA,NA,1,NA,NA
L18737_,388,4,5,0.0013092921349802083,3,JC,1,1,NA,NA,NA,1,NA,NA
L18769_,366,1,2,1.0120793545182782e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L18775_,388,1,2,6.288309040602618e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L18854_,380,2,3,7.357482586840385e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L18875_,302,2,3,2.4563848869491695e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L18910_,301,3,4,5.995832724292007e-4,2,F81,1,1,NA,NA,NA,1,NA,NA
L18919_,303,2,3,6.541287250182888e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L19024_,308,1,2,4.035801646786192e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L19031_,301,4,5,0.0019775930113582626,3,F81,1,1,NA,NA,NA,1,NA,NA
L19233_,305,2,3,7.045419205269928e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L19250_,315,1,2,1.755561328429429e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L19330_,303,2,3,2.448001320782108e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L19340_,356,3,4,3.6301927907167334e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L19346_,427,2,3,8.196278673474898e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L19439_,307,10,5,0.0022555271929750663,2.3333333333333335,JC,1,1,NA,NA,NA,1,NA,NA
L19467_,302,2,3,5.421184320266889e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L19491_,398,2,3,2.3086248849986672e-4,1,F81,1,1,NA,NA,NA,1,NA,NA
L1958_,352,2,3,8.964585497661307e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L1969_,318,7,10,0.0030203741212915525,0.75,JC,1,1,NA,NA,NA,1,NA,NA
L19723_,301,1,2,3.576863881413205e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L19782_,304,2,4,0.0018524507384271472,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L19794_,414,3,4,8.083659459806248e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L19796_,301,1,2,6.741012699586424e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L19879_,301,1,2,1.2381451897199556e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L19981_,301,2,3,0.0015597190098277775,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L20005_,310,2,3,2.313756087061799e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L20044_,301,3,3,0.00208134499253387,0.5,JC,1,1,NA,NA,NA,1,NA,NA
L2006_,415,2,3,3.8097591614411183e-4,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L20066_,302,1,2,0.0017137568978715138,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L20074_,303,5,6,0.0022225574782170584,0.6666666666666666,JC,1,1,NA,NA,NA,1,NA,NA
L20151_,306,3,4,0.001717084056533598,2,JC,1,1,NA,NA,NA,1,NA,NA
L20176_,309,1,2,2.928862123118206e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L20221_,301,2,3,3.0781665133315563e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L20328_,304,1,2,1.8212455958196457e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L20427_,300,3,4,0.001670357481809554,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L20430_,302,3,4,0.0015538062540701727,2,JC,1,1,NA,NA,NA,1,NA,NA
L20474_,398,4,5,4.1572444390944346e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L20545_,300,2,3,0.001500100658594806,1,F81,1,1,NA,NA,NA,1,NA,NA
L20587_,341,2,3,1.6378200363344076e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L20603_,301,1,2,0.0011097449478230713,0,JC,1,1,NA,NA,NA,1,NA,NA
L20618_,361,2,3,4.452903535472343e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L20653_,308,3,4,6.3867540623898e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L20684_,315,5,6,0.0012939744869358346,1.5,JC,1,1,NA,NA,NA,1,NA,NA
L20734_,363,1,2,0.001382171639728102,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L20761_,301,6,4,0.006710059069843426,2,F81,1,1,NA,NA,NA,1,NA,NA
L20796_,300,2,3,0.0016364211555606684,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L20807_,387,3,4,5.968722830475441e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
L2081_,357,1,2,1.038329251321346e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L20865_,314,6,5,0.002286444844387867,2,JC,1,1,NA,NA,NA,1,NA,NA
L20886_,304,1,2,1.8212455958196457e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L20932_,398,2,3,0.0017682260990688114,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L20983_,307,4,5,0.0014125126718954907,0.3333333333333333,JC,1,1,NA,NA,NA,1,NA,NA
L21033_,349,6,7,0.0020823646057063286,5,K80,1,1,NA,NA,NA,1,10.024434119438787,NA
L21066_,301,2,3,0.0017821265716848804,Inf,F81,1,1,NA,NA,NA,1,NA,NA
L21071_,302,2,3,7.340592045882985e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L21091_,308,2,3,0.0014945340356337215,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L21094_,341,2,3,0.0015365271663949566,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L21119_,302,2,3,0.001433272018919876,1,JC,1,1,NA,NA,NA,1,NA,NA
L21203_,303,1,2,7.651427384025937e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L21236_,303,1,2,2.9888388218851316e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L21278_,300,1,2,1.8463662247275025e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L2140_,301,1,2,6.741012699586424e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L21411_,303,1,2,2.9888388218851316e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L21437_,300,1,2,8.650887233614218e-4,0,F81,1,1,NA,NA,NA,1,NA,NA
L21470_,276,2,3,9.428146643942416e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L21484_,403,2,3,1.8251002213464572e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L21486_,303,2,3,0.0013987765686422418,1,JC,1,1,NA,NA,NA,1,NA,NA
L21565_,305,1,2,1.8150718819355112e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L21588_,301,1,2,3.009380669458226e-4,0,JC,1,1,NA,NA,NA,1,NA,NA
L21626_,411,3,4,5.956751157968299e-4,Inf,K80,1,1,NA,NA,NA,1,22026.465794806718,NA
L21790_,305,2,3,1.837689600090471e-4,1,JC,1,1,NA,NA,NA,1,NA,NA
L21828_,300,1,2,0.0017117713036726007,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L21850_,302,1,2,5.192683400550687e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L21949_,352,2,3,3.121509640099693e-4,Inf,JC,1,1,NA,NA,NA,1,NA,NA
L2199_,431,4,5,0.0010131166312386212,3,JC,1,1,NA,NA,NA,1,NA,NA
L2204_,303,3,4,4.286848824532389e-4,2,JC,1,1,NA,NA,NA,1,NA,NA
